name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz	rz
C105	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C106	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C107	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C108	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C109	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C110	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C111	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C112	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C113	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C114	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C115	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C116	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C117	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C118	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C119	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C120	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C121	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C122	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C123	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C124	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C125	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C126	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C127	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
C128	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	Excel-labeled	n/a	n/a	n/a
