name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz	rz
LMFGIA4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	yes
LMFGIA5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	yes
LMFGIA6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	yes
LMFGIA7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	n/a
LMFGIA8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	n/a
LMC1	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LMC2	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LMC3	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LMC4	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LMC5	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LMC6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LMC7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LMC8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LMC9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LMC10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LOF1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LOF2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LOF3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LOF4	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LOF5	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LOF6	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LOF7	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LOF8	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LOF9	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LOF10	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LOF11	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LOF12	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LOF13	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LOF14	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LOF15	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LOF16	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LSFG1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LSFG2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LSFG3	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LSFG4	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LSFG5	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LSFG6	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LSFG7	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LSFG8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LSFG9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LSFG10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LMFGIP1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	n/a
LMFGIP2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	n/a
LMFGIP3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	n/a
LMFGIP4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	yes
LMFGIP5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	yes
LMFGIP6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	yes
LAI1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LAI2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LAI3	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LAI4	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LAI5	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LAI6	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LAI7	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LAI8	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LAI9	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LAI10	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
LAI11	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
LAI12	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
LAI13	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LAI14	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LAI15	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
LAI16	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
LHH1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LHH2	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LHH3	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LHH4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LHH5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	n/a
LHH6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	n/a
LHH7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	n/a
LHH8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	n/a
LHH9	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	n/a
LHH10	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	yes	n/a
LHH11	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LHH12	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LHH13	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LHH14	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LHH15	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LHH16	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LIFGA1	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LIFGA2	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LIFGA3	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LIFGA4	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LIFGA5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LIFGA6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LIFGA7	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LIFGA8	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LIFGP1	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LIFGP2	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LIFGP3	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	White Matter	n/a	n/a	n/a
LIFGP4	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LIFGP5	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
LIFGP6	SEEG	µV	0.0	256.0	StereoEEG	512.0	good	n/a	n/a	n/a	n/a
EKG1	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
EKG2	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC1	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC2	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC3	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC4	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC5	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC6	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC7	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC8	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC9	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC10	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC11	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC12	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC13	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC14	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC15	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
DC16	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
TRIG	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
OSAT	SEEG	n/a	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
PR	SEEG	n/a	0.0	256.0	StereoEEG	512.0	bad	Excel-labeled	n/a	n/a	n/a
PLETH	SEEG	µV	0.0	256.0	StereoEEG	512.0	bad	n/a	n/a	n/a	n/a
